"Ano" "Distrito" "Dpol" "Seccional" "homic" "roubovcl" "furtovcl" "jov1524" "baixopadrao" "rendamedia" "dprendamedia" "favela" "eformais" "mandato"
"145" 2013 "ITAQUERA_AEC" 3264 "7 ITAQUERA" 11.1228250041106 522.772775193199 241.800543567622 0.0837355282374675 1947.12 4.514 11.647 1659.71893104816 0.117 46.4257043649834
"146" 2003 "ITAQUERA_AEC" 3264 "7 ITAQUERA" 44.8370837172406 550.362884748986 490.251629655543 0.0934532930620772 1669.347 7.666 9.759 674.527116581345 0.061 59.1258246820755
"147" 2013 "JABAQUARA_AEROPORTO" 3597 "2 SUL" 8.86949426143721 1110.46068153194 354.336295744417 0.0721045535983538 1254.432 7.243 9.976 6420.6268958544 0.408 86.9210437620847
"148" 2003 "JABAQUARA_AEROPORTO" 3597 "2 SUL" 38.1356710959181 967.175754902501 420.411313888736 0.0862095899726158 1191.164 11.637 8.522 2860.17533219386 0.236 57.4332396022863
"149" 2013 "ADEMAR_JOANIZA" 4380 "6 SANTO AMARO" 3.66544729453335 552.016362556723 153.215696911494 0.0824249133121715 1792.865 4.503 11.654 4828.12717635933 0.085 18.6937812021201
"150" 2003 "ADEMAR_JOANIZA" 4380 "6 SANTO AMARO" 40.1600038171885 545.142230033321 207.559623688836 0.0970599696215417 1666.474 8.109 9.548 4720.19213182024 0.052 39.3647562168481
"151" 2013 "BRASILÂNDIA" 4572 "4 OESTE" 15.1845103180599 183.325185547309 69.2561812067612 0.088029420914626 1352.802 3.783 12.16 6770.43983230375 0.032 149.993333629616
"152" 2003 "BRASILÂNDIA" 4572 "4 OESTE" 44.9261083743842 74.8768472906404 131.625615763547 0.0963743842364532 1231.576 6.536 10.366 4582.85714285714 0.019 78.8177339901478
"153" 2013 "SÃO_MATEUS_TV" 4969 "8 SÃO MATEUS" 30.3245370669075 2225.95006129428 1138.78314729983 0.0827601780760049 1576.819 4.366 11.749 3294.40609071553 0.145 205.174527388864
"154" 2003 "SÃO_MATEUS_TV" 4969 "8 SÃO MATEUS" 117.501268114779 1583.37774410407 1078.70016629961 0.0938340727994196 1415.572 7.925 9.634 2270.40701668775 0.085 110.438350359246
"155" 2013 "GRAJAÚ" 85101 "6 SANTO AMARO" 14.8861480332692 322.082111992552 191.354666536751 0.0920234605693004 1747.081 3.495 12.368 5295.13818405233 0.038 60.0859066070138
"156" 2003 "GRAJAÚ" 85101 "6 SANTO AMARO" 94.4997074312463 258.923346986542 141.310708016384 0.100435927442949 1667.954 5.772 10.823 6659.15740198947 0.021 29.8420128730252
"157" 2013 "VILA_MARIA_E_MEDEIROS" 193990 "4 OESTE" 9.5372762368396 342.097951973594 777.495345394532 0.076547008405243 1653.323 5.088 11.261 1769.78673821006 0.287 20.7332092105209
"158" 2003 "VILA_MARIA_E_MEDEIROS" 193990 "4 OESTE" 36.5161961237264 319.119800907348 643.399499093049 0.0901394363010681 1540.081 9.077 9.143 1413.41493909337 0.205 62.3156825154896
"159" 2003 "CURSINO_SACOMÃ" 268395 "2 SUL" 36.8889347951189 358.560446208555 217.497159552021 0.0871346151008544 1637.385 10.813 8.644 4691.38717150404 0.133 25.0844756606808
"160" 2013 "CURSINO_SACOMÃ" 268395 "2 SUL" 6.04957350506789 458.94264454356 192.486429706706 0.0727323723677481 1776.205 6.579 10.341 7418.7019815103 0.175 26.3981389312054
